TimeStamp,MELTER.MELTER_CONTROL_BX.Value,MELTER_ML.TEMP_PV_Value,CO2.CO2_GAS_concentration_Value,CO2.CO2_GAS_F.Value,CO2.CO2_GAS_PRESS.Value,SATURATOR1_PH_PV.Value,SATURATOR1_ST_TEMP.Value,SATURATOR1_CALCIUM_F.Value,SATURATOR2_PH_PV.Value,SATURATOR2_ST_TEMP.Value,SATURATOR2_CALCIUM_F.Value,SATURATOR3_PH_PV.Value,SATURATOR3_ST_TEMP.Value,SATURATOR1_RATE_SV.Value,SATURATOR_ML_SUPPLY_F_PV.Value
2021-01-01 23:45:00,63.15626,79.12891,10.46663,117.9121,0.4784706,8.974749,74.08005,986.0652,9.604474,76.911,744.3732,8.677942,72.25388,0.7,88.27505
2021-01-02 00:00:00,62.76992,76.46928,10.46721,117.9903,0.4766461,9.014008,72.26605,1022.268,9.427425,76.83446,776.188,8.245306,72.25362,0.7,88.3522
2021-01-02 00:15:00,63.907885,79.540925,10.018305000000002,119.3932,0.47278495,9.0650515,73.370465,937.90915,9.5265465,77.134835,761.6622,8.69834,72.443615,0.7,84.66708
2021-01-02 00:30:00,62.70197,76.60063,9.812273,120.1097,0.4679964,9.071415,73.15489,1051.985,9.615634,77.33541,328.4514,8.433725,72.63918,0.7,87.25742
2021-01-02 00:45:00,63.1096,79.32561,9.838278,118.6623,0.4655798,9.043703,72.6505,969.3574,9.45738,77.35433,759.8624,8.316512,72.66901,0.7,86.24793
2021-01-02 01:00:00,63.668555,77.743405,10.540135,120.52445,0.46862345,8.956112000000001,72.599425,932.98135,9.5236365,77.28181000000001,552.37015,8.6428265,72.548925,0.7,81.26067499999999
2021-01-02 01:15:00,64.51437,76.7774,10.24166,122.7739,0.4754002,8.854692,72.66345,998.535,9.61794,77.15694,777.8615,8.27437,72.23308,0.7,81.03489
2021-01-02 01:30:00,64.11544,76.61445,10.28747,122.0093,0.465287,8.925627,72.53723,952.5566,9.602025,77.13531,665.0447,8.359115,72.22781,0.7,82.69869
2021-01-02 01:45:00,63.02888,79.25248,10.04391,119.1575,0.4752102,9.034826,71.78386,977.1165,9.408012,77.27294,747.0001,8.634364,72.36525,0.7,85.32731999999999
2021-01-02 02:00:00,63.68925,77.8548,10.113875,120.98585,0.46924195,8.943137499999999,72.47747,921.2401,9.5063805,77.27132499999999,650.1097,8.4373745,72.268505,0.7,81.09385499999999
2021-01-02 02:15:00,64.08752,78.89148,10.16224,122.3286,0.4643659,8.825295,72.00593,855.2263,9.400371,77.23158,466.8566,8.566419,72.15595,0.7,77.70375
2021-01-02 02:30:00,63.04291,76.43856,10.28664,119.5782,0.4736985,8.994261,72.92351,1008.496,9.592402,77.06765,853.6654,8.269519,71.96366,0.7,85.13686
2021-01-02 02:45:00,62.90219,76.4214,10.20628,120.9607,0.4674964,8.994002,72.14332,1015.484,9.398668,77.03088,580.9409,8.33213,71.97466,0.7,84.66319999999999
2021-01-02 03:00:00,64.216065,77.94256,9.829486500000002,119.67605,0.47234165,9.065562,73.102195,1000.4978,9.5955895,77.08797000000001,699.2837999999999,8.483683,72.22543999999999,0.7,87.15590499999999
2021-01-02 03:15:00,62.8838,78.85481,9.995729,118.5525,0.4767956,9.103316,73.70237,1012.621,9.39866,77.18119,749.5789,8.646367,72.28416,0.7,87.59237999999999
2021-01-02 03:30:00,63.143225,77.75046499999999,10.107535,119.2375,0.47267495,9.072391499999998,72.915385,1005.6325,9.503755,77.114655,756.7553,8.630644499999999,72.33762,0.7,87.863045
2021-01-02 03:45:00,63.33824,77.6711725,10.03602675,119.12725,0.472971925,9.084247,72.89573999999999,1005.045025,9.5043645,77.0923675,758.5865,8.618133749999998,72.32177,0.7,87.93888000000001
2021-01-02 04:00:00,63.533255,77.59188,9.9645185,119.017,0.4732689,9.0961025,72.87609499999999,1004.45755,9.504974,77.07007999999999,760.4177,8.605623,72.30592,0.7,88.014715
2021-01-02 04:15:00,62.88959,76.07227,9.86368,120.2697,0.4679338,9.13983,72.13969,1014.397,9.411102,76.93126,698.3643,8.678696,72.1879,0.7,87.66327
2021-01-02 04:30:00,63.65678,79.07907,10.14368,117.6271,0.4743885,9.067402,73.32797,1008.0055,9.524393,76.973145,686.53775,8.620130499999998,72.12757,0.7,87.94163
2021-01-02 04:45:00,64.39433,75.99541,9.993954,119.8403,0.4766616,9.141557,74.7215,993.7275,9.63314,77.0211,773.812,8.598214,72.17847,0.7,88.29075
2021-01-02 05:00:00,63.431125,77.81848,10.042566,118.70335,0.47354225,9.0722415,73.220615,1008.21335,9.5535895,76.90520000000001,705.6278500000001,8.590343,72.11812499999999,0.7,86.57604
2021-01-02 05:15:00,63.58385,78.014035,9.971107,119.89015,0.4711279499999999,9.050835,73.332405,977.44585,9.5368255,77.05195,683.7408,8.491579000000002,72.09576,0.7,84.054285
2021-01-02 05:30:00,63.30026,77.3242625,9.9177685,119.844775,0.471876925,9.0272235,73.2311725,964.912425,9.573138749999998,77.11986,715.2772500000001,8.527596500000001,72.12611,0.7,83.61729249999999
2021-01-02 05:45:00,63.01667,76.63449,9.86443,119.7994,0.4726259,9.003612,73.12994,952.379,9.609452,77.18777,746.8137,8.563614,72.15646,0.7,83.1803
2021-01-02 06:00:00,64.1066,79.39735,10.26777,122.1321,0.4650136,8.868028,72.13933,970.3785,9.416242,77.07495,571.1342,8.241231,71.9794,0.7,81.66676
2021-01-02 06:15:00,63.556045,77.9238,10.1705385,121.54965,0.46816415,8.947168,72.372735,945.7809,9.5088955,77.17064500000001,732.5996,8.385230499999999,71.939135,0.7,81.21420499999999
2021-01-02 06:30:00,62.91158,79.39995,9.976656,119.2391,0.4661163,8.824507,71.67276,971.9856,9.385378,76.94282,707.5057,8.553018,71.85359,0.7,82.48997
2021-01-02 06:45:00,63.424335,77.95446,10.405885,120.1606,0.47450675,9.0581845,72.699595,1013.8555,9.4932885,77.08415,605.4989,8.4333385,71.77259,0.7,84.12177
