SA,SD,PA,PI,LR,HC,fuel,bus_num,file_index
5,17,302,0,565,515,5.889,##########kd000090,167_13
6,30,686,115,1733,2454,20.395,##########kd000090,167_22
6,33,885,156,1378,2185,17.136,##########kd000090,167_23
0,0,29,0,0,2069,9.555,##########kd000031,169_4
18,22,325,62,620,1729,15.179,##########kd000125,170_2
31,37,392,886,2090,1764,15.182,##########kd000125,170_3
0,0,54,0,0,1209,7.781,##########kd000125,170_8
0,0,19,0,0,2419,13.403,##########kd000125,170_10
38,30,314,204,908,1687,12.753,##########kd000125,170_15
0,0,113,0,69,1576,10.081,##########kd000090,171_2
0,0,51,0,0,1992,10.569,##########kd000090,171_12
5,22,357,88,522,737,6.045,##########kd000090,171_17
0,0,114,0,0,1052,5.693,##########kd000090,172_7
14,43,453,212,806,897,8.102,##########kd000090,172_13
2,29,565,93,1099,2553,17.436,##########kd000090,172_34
7,36,764,216,992,1991,15.577,##########kd000090,173_13
0,7,407,0,914,3414,22.581,##########kd000090,174_3
0,3,25,88,135,1148,5.653,##########kd000090,174_4
6,40,488,218,922,1569,11.354,##########kd000090,174_6
1,32,517,64,838,2574,17.579,##########kd000090,174_19
12,65,780,158,1044,2009,17.915,##########kd000090,175_9
0,1,351,0,736,581,7.411,##########kd000090,176_7
1,21,477,0,676,920,10.857,##########kd000090,176_9
19,85,952,583,1625,1955,21.92,##########kd000090,176_11
3,43,641,136,1226,2430,20.292,##########kd000090,176_18
1,2,82,78,241,1571,8.694,##########kd000090,177_3
15,60,758,340,1341,2126,16.597,##########kd000090,177_12
2,13,275,97,683,1187,9.112,##########kd000090,178_3
2,15,401,207,891,1723,12.902,##########kd000090,178_4
0,0,134,0,0,1884,10.295,##########kd000090,178_18
9,43,630,328,1088,1875,15.099,##########kd000090,178_20
0,0,38,0,0,1094,5.344,##########kd000100,179_8
0,0,50,0,0,1980,9.656,##########kd000100,179_9
7,16,264,118,251,695,5.614,##########kd000100,179_12
11,33,605,248,1398,516,7.716,##########kd000100,179_13
8,21,420,272,1211,828,6.114,##########kd000100,179_15
6,19,626,61,1001,2490,17.632,##########kd000100,179_24
2,1,91,82,182,1713,8.966,##########kd000100,180_3
1,0,133,0,80,1201,7.015,##########kd000100,180_9
0,0,48,0,0,1271,6.409,##########kd000100,180_11
12,28,453,184,729,2699,18.439,##########kd000100,180_13
0,2,196,0,0,1977,12.452,##########kd000090,181_3
0,1,41,0,103,2122,11.987,##########kd000090,181_5
1,11,164,116,197,1513,9.303,##########kd000090,181_6
10,36,483,282,1440,591,7.254,##########kd000090,181_7
5,37,557,143,1399,2650,18.411,##########kd000090,181_17
0,1,81,0,0,1604,7.887,##########kd000090,181_19
2,13,335,70,438,1229,9.23,##########kd000090,182_2
1,10,401,0,1164,2635,19.851,##########kd000090,182_6
6,28,621,77,1318,2418,18.444,##########kd000100,183_2
4,33,743,526,1913,2404,18.743,##########kd000100,183_3
0,0,74,0,0,1145,6.849,##########kd000100,183_8
3,18,314,64,560,2174,15.684,##########kd000100,183_9
1,24,376,65,586,789,6.922,##########kd000100,183_12
0,0,8,0,0,1441,7,##########kd000100,183_19
0,0,96,0,0,1728,10.773,##########kd000090,184_4
0,2,63,0,112,1217,7.275,##########kd000090,184_6
0,0,106,0,0,2516,12.483,##########kd000090,184_7
3,29,349,0,247,875,8.196,##########kd000090,184_8
7,13,254,72,756,520,5.024,##########kd000090,184_13
0,5,210,0,371,3243,18.32,##########kd000090,185_7
12,47,726,293,1332,2045,15.806,##########kd000090,185_9
27,26,606,154,1275,2529,18.84,##########kd000090,186_10
0,0,0,0,0,1272,6.44,##########kd000090,186_11
17,43,584,256,1409,1897,14.398,##########kd000052,187_5
0,0,64,0,0,2816,15.409,##########kd000052,187_6
0,1,141,0,0,2621,13.947,##########kd000090,188_7
1,4,268,0,96,3222,16.967,##########kd000090,188_9
10,30,586,0,1374,2567,17.867,##########kd000090,188_20
2,24,247,70,580,2101,12.561,##########kd000090,189_3
1,17,700,91,972,2872,23.03,##########kd000090,190_3
0,0,71,0,0,3263,19.099,##########kd000090,190_11
1,10,430,67,518,2126,15.223,##########kd000090,191_2
2,3,102,0,60,1401,8.405,##########kd000090,191_10
4,25,462,191,756,633,6.842,##########kd000090,191_11
0,0,126,0,0,3442,17.221,##########kd000090,192_5
0,7,307,0,276,1166,9.746,##########kd000090,193_5
8,23,580,156,1342,1784,12.639,##########kd000090,193_9
1,4,347,0,328,2792,16.352,##########kd000090,193_13
0,0,84,0,0,1054,5.42,##########kd000090,193_15
11,53,549,301,1097,1036,9.619,##########kd000090,193_20
2,4,268,0,190,2017,12.449,##########kd000100,194_2
0,1,97,0,0,2425,13.363,##########kd000100,194_12
0,0,56,0,0,1525,7.964,##########kd000100,194_13
4,20,445,66,664,1612,12.213,##########kd000100,194_15
17,65,939,1068,2554,1616,15.435,##########kd000060,195_1
35,60,973,659,2618,1840,17.009,##########kd000060,195_6
23,25,373,231,956,498,5.238,##########kd000060,195_9
11,28,471,102,835,1418,8.847,##########kd000060,195_19
16,35,566,227,1245,740,6.729,##########kd000060,196_4
15,34,811,245,2990,1349,12.397,##########kd000060,196_13
20,43,635,488,1686,883,9.134,##########kd000060,197_3
23,72,1367,1050,4275,1741,18.992,##########kd000060,197_16
14,28,660,549,2231,742,8.542,##########kd000060,198_16
14,37,557,640,1607,876,9.193,##########kd000060,198_22
2,12,282,0,734,626,5.442,##########kd000060,198_23
5,22,488,655,1625,1693,9.405,##########kd000060,198_24
3,12,224,0,178,647,5.15,##########kd000060,199_4
13,31,565,355,1564,860,7.558,##########kd000060,199_8
9,14,394,174,848,735,5.926,##########kd000060,199_9
6,19,269,86,574,754,6.858,##########kd000060,199_19
10,41,689,675,2129,1638,12.367,##########kd000060,199_24
1,16,406,276,833,397,5.96,##########kd000101,200_7
6,1,663,301,1726,689,8.095,##########kd000101,200_25
11,33,559,115,1167,1235,8.817,##########kd000101,200_26
38,58,1215,410,3009,2148,17.668,##########kd000060,201_5
37,45,963,223,1886,1783,14.65,##########kd000060,201_19
5,26,447,510,1310,913,7.52,##########kd000060,202_1
24,49,486,273,1064,902,7.527,##########kd000060,202_10
28,43,757,406,2202,1565,11.617,##########kd000060,202_27
8,34,479,245,835,537,6.424,##########kd000060,203_1
21,42,845,458,2425,913,11.884,##########kd000060,203_3
3,4,251,0,182,929,5.136,##########kd000060,203_22
8,12,393,249,1126,916,6.914,##########kd000060,203_25
8,29,330,200,750,813,5.566,##########kd000060,203_26
17,41,570,413,1421,884,7.776,##########kd000060,204_8
25,54,662,139,1114,1196,9.596,##########kd000060,204_9
17,35,754,634,1817,1540,15.241,##########kd000060,204_14
7,24,325,0,349,536,5.477,##########kd000060,204_15
10,26,611,356,1323,794,8.077,##########kd000060,204_16
29,22,630,183,2308,504,7.522,##########kd000060,204_17
2,3,262,0,336,598,5.206,##########kd000060,205_12
18,50,613,438,1124,880,9.218,##########kd000060,205_16
30,66,941,0,2670,983,12.301,##########kd000060,205_17
6,23,420,0,385,896,8.283,##########kd000060,205_23
16,28,592,279,1334,1204,9.228,##########kd000060,205_26
8,22,473,172,840,1245,8.758,##########kd000060,206_4
12,14,576,295,1499,825,8.109,##########kd000060,206_15
4,6,348,0,488,721,6.294,##########kd000060,206_17
7,20,325,180,433,1061,7.837,##########kd000060,206_23
44,49,848,664,2941,871,12.595,##########kd000060,207_3
17,33,489,376,1414,961,7.365,##########kd000060,207_5
11,63,883,701,1994,1076,11.488,##########kd000060,207_9
13,15,528,141,2518,672,7.175,##########kd000060,207_10
5,20,375,195,828,579,6.035,##########kd000060,208_1
22,35,553,428,1747,685,8.797,##########kd000060,208_2
10,22,386,261,954,551,5.074,##########kd000060,208_13
18,34,431,444,1398,919,7.066,##########kd000060,208_30
17,42,656,462,1654,812,8.813,##########kd000060,209_3
20,40,479,203,902,788,7.261,##########kd000060,209_4
17,40,483,102,1342,428,5.211,##########kd000060,209_18
12,23,495,255,998,906,8.642,##########kd000060,209_24
3,6,653,312,1590,1307,11.613,##########kd000039,210_3
3,5,401,181,941,415,6.017,##########kd000039,210_12
0,1,330,209,1056,527,5.654,##########kd000039,210_16
0,5,149,115,315,772,5.04,##########kd000039,210_18
10,54,985,442,2850,2275,19.065,##########kd000039,210_23
5,25,493,216,903,507,5.823,##########kd000060,211_8
20,55,849,201,2109,1465,13.449,##########kd000060,211_9
13,31,331,349,1149,873,7.185,##########kd000060,211_15
15,46,752,229,2461,947,10.984,##########kd000060,211_22
8,30,346,72,614,456,5.608,##########kd000060,211_26
3,9,334,488,1232,940,6.293,##########kd000060,211_27
3,18,347,145,339,595,5.066,##########kd000060,212_1
9,42,456,557,1285,919,8.005,##########kd000060,212_2
5,8,231,0,284,800,5.24,##########kd000060,212_10
9,35,701,207,1622,817,9.577,##########kd000060,212_12
10,46,372,153,758,602,5.248,##########kd000060,212_15
9,35,545,363,1011,826,8.006,##########kd000060,213_1
6,19,345,0,467,607,5.292,##########kd000060,213_2
16,44,884,651,2115,1597,14.167,##########kd000060,213_14
30,71,1099,597,3048,1512,14.627,##########kd000060,214_16
7,14,331,311,882,769,6.553,##########kd000060,214_26
21,102,1104,845,2759,1788,17.119,##########kd000060,215_1
6,27,343,621,1144,738,6.278,##########kd000060,215_12
26,73,719,361,2243,808,10.509,##########kd000060,215_13
16,45,588,522,1769,1561,10.082,##########kd000060,215_26
14,24,543,510,1927,771,7.591,##########kd000060,216_4
4,15,540,265,1172,399,5.61,##########kd000060,216_5
14,59,684,558,2187,904,9.646,##########kd000060,217_3
12,40,554,108,915,1134,9.246,##########kd000060,217_7
6,21,270,63,376,899,5.28,##########kd000060,217_8
7,28,366,67,410,1127,8.285,##########kd000060,217_15
11,35,839,530,2926,1103,11.552,##########kd000060,217_20
7,23,621,563,1743,1338,13.208,##########kd000033,218_2
6,10,314,92,757,765,6.579,##########kd000033,218_3
12,49,976,271,1591,1278,13.291,##########kd000060,219_8
7,43,675,606,1898,943,11.754,##########kd000060,219_19
3,21,313,91,778,478,5.055,##########kd000060,219_20
2,37,347,316,875,655,5.65,##########kd000060,219_21
4,23,652,144,1201,921,9.382,##########kd000060,219_23
5,32,380,0,1089,1065,8.149,##########kd000060,219_27
28,65,963,726,2459,2319,17.791,##########kd000060,220_2
9,35,449,91,601,887,8.014,##########kd000060,220_11
0,26,429,216,684,509,5.967,##########kd000060,220_13
16,46,756,580,2070,864,12.592,##########kd000060,220_14
14,49,811,412,1751,1330,14.79,##########kd000060,220_26
14,38,529,140,1410,1130,9.792,##########kd000060,220_32
18,54,970,248,1968,1833,15.208,##########kd000060,221_8
21,75,1058,262,2679,1774,17.002,##########kd000060,221_19
8,20,358,243,901,778,7.308,##########kd000060,221_23
22,75,981,391,2093,1892,16.326,##########kd000060,222_1
11,34,414,120,831,555,6.127,##########kd000060,222_16
12,34,758,107,1961,1063,10.078,##########kd000060,222_27
28,56,1208,565,2861,1609,17.223,##########kd000060,223_2
15,20,471,494,1288,670,7.444,##########kd000060,223_10
17,32,587,393,1808,963,8.366,##########kd000060,223_14
12,46,535,820,1739,1387,9.861,##########kd000060,223_24
22,33,528,230,1780,334,6.775,##########kd000060,224_4
18,75,1170,496,3009,1108,15.509,##########kd000060,224_15
0,0,8,0,0,1065,6.092,##########kd000086,225_4
0,0,21,0,0,1188,8.02,##########kd000086,225_6
1,3,124,0,160,3351,21.853,##########kd000110,226_8
0,1,209,0,87,1599,12.34,##########kd000110,227_5
3,0,132,0,196,809,6.472,##########kd000110,227_15
0,0,51,0,79,1152,7.889,##########kd000110,227_18
0,0,0,0,0,1194,6.664,##########kd000110,227_20
0,3,60,0,0,1022,6.623,##########kd000110,227_21
15,11,210,1008,1557,572,5.745,##########kd000110,227_22
0,0,42,0,0,1836,10.275,##########kd000116,228_21
0,1,72,0,0,954,6.163,##########kd000116,228_22
0,0,131,0,0,3216,21.557,##########kd000116,228_24
27,27,363,72,591,402,7.03,##########kd000116,228_25
0,1,115,0,0,2420,13.87,##########kd000116,229_7
3,2,127,0,63,804,5.899,##########kd000116,229_8
16,16,410,277,795,3064,21.343,##########kd000116,229_11
0,2,162,0,182,1521,10.23,##########kd000116,229_30
0,0,35,0,0,1108,6.482,##########kd000116,229_32
16,15,299,158,566,3965,23.961,##########kd000116,229_33
0,0,91,0,0,2249,12.336,##########kd000116,230_20
7,7,278,0,579,3694,23.216,##########kd000116,231_6
0,0,79,0,0,2927,17.181,##########kd000116,231_7
23,24,307,242,904,430,6.653,##########kd000116,231_9
0,5,316,0,217,2427,15.375,##########kd000116,231_20
0,4,193,0,82,752,6.107,##########kd000116,231_21
0,0,65,0,0,812,5.52,##########kd000116,231_23
0,0,38,0,0,1841,10.092,##########kd000116,231_24
17,15,341,194,515,545,7.336,##########kd000116,231_25
3,6,275,312,1225,2215,17.623,##########kd000099,232_10
2,7,302,0,684,1010,10.269,##########kd000099,232_11
3,7,298,0,186,3148,23.075,##########kd000099,232_12
10,6,271,92,797,410,5.877,##########kd000099,232_13
0,5,253,0,144,3679,23.295,##########kd000099,233_4
5,7,336,1081,1647,647,7.77,##########kd000099,233_7
0,3,176,0,0,2085,13.965,##########kd000099,233_20
0,0,52,0,91,1541,9.903,##########kd000099,233_21
0,0,0,0,0,1066,6.233,##########kd000099,233_22
8,10,130,0,185,1902,12.257,##########kd000099,233_23
0,0,19,0,0,2245,13.979,##########kd000099,234_13
18,20,372,105,710,478,6.759,##########kd000099,234_15
2,1,190,0,257,710,5.934,##########kd000099,235_1
1,4,242,0,125,2363,16.061,##########kd000099,235_10
0,2,86,0,0,778,5.849,##########kd000099,235_12
0,0,28,0,0,1393,7.838,##########kd000099,235_13
0,0,15,0,0,811,5.168,##########kd000099,235_14
21,13,357,0,536,834,7.854,##########kd000099,235_16
1,0,103,0,152,1454,9.586,##########kd000099,237_14
0,0,44,0,0,850,5.692,##########kd000099,237_15
0,0,7,0,0,1033,5.975,##########kd000099,237_18
26,23,494,84,717,1857,15.637,##########kd000099,237_19
0,3,189,0,0,1318,8.992,##########kd000099,237_29
0,0,179,0,91,1776,12.098,##########kd000099,237_31
0,1,100,0,0,1647,10.162,##########kd000099,237_32
7,2,113,0,105,650,5.076,##########kd000099,237_34
5,9,209,454,672,477,5.162,##########kd000099,237_35
14,23,668,348,1868,1617,11.947,##########kd000036,238_1
12,30,416,308,1538,584,6.375,##########kd000036,238_7
3,2,327,119,858,838,6.258,##########kd000036,238_15
4,8,246,77,575,605,5.188,##########kd000036,238_24
3,14,283,263,919,529,6.156,##########kd000036,239_7
15,45,820,593,2817,1353,12.504,##########kd000036,239_10
5,12,351,61,531,445,5.069,##########kd000036,241_1
8,33,562,198,686,1497,9.744,##########kd000036,241_3
19,53,977,143,2544,1018,12.563,##########kd000036,241_8
10,28,509,432,1490,1391,8.513,##########kd000036,241_17
15,53,722,205,1526,1737,13.545,##########kd000036,242_2
11,24,510,65,1187,1326,7.862,##########kd000036,242_6
8,24,320,230,757,829,6.019,##########kd000036,242_11
9,10,453,254,1502,1081,8.659,##########kd000036,242_16
3,7,243,0,462,649,5.64,##########kd000036,242_23
16,14,416,300,1458,757,6.383,##########kd000036,243_10
12,27,429,174,942,815,6.481,##########kd000036,243_11
8,27,381,171,854,850,7.338,##########kd000036,243_20
11,8,307,327,1571,805,6.166,##########kd000036,243_26
11,16,346,172,1578,749,5.358,##########kd000036,243_27
10,39,756,535,2429,1298,13.24,##########kd000033,244_3
1,6,469,76,902,707,6.319,##########kd000033,244_4
7,37,715,441,1849,606,9.89,##########kd000033,244_10
14,25,601,475,2331,1339,11.626,##########kd000033,244_12
4,16,227,658,1138,799,5.055,##########kd000033,244_13
11,17,545,87,1263,1579,12.009,##########kd000033,244_18
7,30,504,78,1213,956,7.758,##########kd000036,245_8
6,17,339,223,1030,811,5.926,##########kd000036,245_18
20,30,796,330,2375,1312,11.587,##########kd000036,245_22
15,29,644,189,1359,1800,11.07,##########kd000036,246_2
11,10,278,335,1203,267,5.108,##########kd000036,246_9
9,28,356,139,1048,463,5.53,##########kd000036,246_14
10,18,378,137,1044,935,6.408,##########kd000036,246_15
24,25,735,302,2568,1990,13.479,##########kd000036,246_16
15,27,693,352,2270,1472,11.505,##########kd000036,247_8
6,18,475,259,1283,1111,9.09,##########kd000036,247_18
14,33,681,242,1357,1380,11.487,##########kd000036,248_1
6,8,348,285,1230,1539,10.049,##########kd000036,248_3
3,3,211,351,1103,918,5.824,##########kd000036,248_4
10,16,490,413,1553,773,6.821,##########kd000036,248_10
5,34,732,445,1598,1469,14.222,##########kd000036,248_22
4,19,248,132,605,687,5.053,##########kd000036,249_1
7,20,394,236,1148,1058,8.093,##########kd000036,249_16
10,19,423,150,982,782,6.011,##########kd000036,249_21
14,24,462,145,1544,799,6.741,##########kd000036,250_6
10,25,410,81,1078,495,5.461,##########kd000036,250_7
5,17,290,80,624,796,6.563,##########kd000036,250_19
14,16,369,222,1445,720,6.834,##########kd000036,250_20
14,26,510,292,2367,544,6.655,##########kd000036,250_22
23,22,827,641,4590,1750,15.334,##########kd000036,251_1
7,11,221,146,941,367,5.531,##########kd000036,251_5
10,28,688,100,1831,1377,12.158,##########kd000036,251_8
8,9,362,118,1129,1026,6.681,##########kd000036,251_12
14,54,686,213,2184,1310,11.026,##########kd000036,252_6
27,56,1129,708,3849,2230,17.173,##########kd000036,252_16
13,44,624,134,1462,1547,10.625,##########kd000036,252_24
7,32,412,0,667,672,5.498,##########kd000036,253_8
14,29,912,66,2537,1985,14.817,##########kd000036,253_22
4,15,327,319,1095,495,5.491,##########kd000036,254_1
24,68,915,166,3008,1044,13.644,##########kd000036,254_2
12,45,740,313,1832,1449,12.189,##########kd000036,254_6
0,11,257,351,1006,909,7.157,##########kd000033,255_6
6,40,721,165,1884,1086,11.797,##########kd000033,255_10
14,63,1024,397,2000,2345,16.63,##########kd000036,256_1
5,3,315,163,759,817,5.419,##########kd000036,256_25
4,2,203,124,392,800,6.201,##########kd000036,257_2
14,33,570,384,1511,775,8.386,##########kd000036,257_4
13,20,596,145,1623,1035,9.523,##########kd000036,257_5
7,15,410,219,1087,644,7.481,##########kd000036,257_14
7,16,305,69,884,800,5.459,##########kd000036,257_22
5,20,309,277,908,817,5.61,##########kd000036,258_4
18,39,464,499,2067,788,8.214,##########kd000036,258_20
15,29,487,62,887,713,6.827,##########kd000036,258_23
9,12,418,198,1376,589,5.109,##########kd000036,258_39
5,25,273,163,847,1273,5.997,##########kd000036,258_43
11,30,611,86,1149,999,8.647,##########kd000036,259_2
11,27,461,161,1620,1217,6.834,##########kd000036,259_11
8,23,494,675,1621,989,7.613,##########kd000036,259_22
20,35,693,162,1295,1246,12.283,##########kd000033,260_8
16,41,850,154,2634,1671,16.162,##########kd000033,260_20
7,15,282,69,544,537,6.723,##########kd000033,260_23
16,29,690,281,2491,1651,10.768,##########kd000036,261_2
23,36,1010,554,2486,1671,13.721,##########kd000036,261_12
9,12,254,210,1085,727,5.529,##########kd000036,262_6
15,30,603,530,2397,1079,9.464,##########kd000036,262_8
4,9,232,252,793,773,5.745,##########kd000036,262_15
8,21,270,149,933,695,5.194,##########kd000036,262_23
9,13,410,337,1289,1018,5.907,##########kd000036,262_32
17,16,552,300,1985,1555,9.275,##########kd000036,263_8
9,14,435,77,1535,893,6.738,##########kd000036,263_23
20,26,519,137,2368,1136,8.224,##########kd000036,264_3
12,19,647,260,2236,1097,9.235,##########kd000036,264_16
11,19,326,190,1332,516,5.201,##########kd000036,264_20
12,19,610,79,1577,1264,8.121,##########kd000036,265_9
5,4,180,0,98,3027,17.494,##########kd000056,268_4
1,5,277,79,263,2853,19.085,##########kd000056,268_14
4,7,276,0,784,1805,11.357,##########kd000056,268_20
0,0,62,0,0,1856,10.654,##########kd000056,268_25
11,21,219,0,225,2513,17.882,##########kd000056,268_26
0,0,56,0,0,1825,9.06,##########kd000056,269_2
0,0,41,0,0,1304,5.308,##########kd000056,269_7
7,6,203,0,385,2398,13.382,##########kd000056,269_9
6,14,275,292,1130,3502,19.561,##########kd000026,270_2
0,3,262,0,100,2206,13.155,##########kd000026,270_5
19,27,511,292,1486,2586,19.376,##########kd000026,270_6
0,0,188,0,0,1882,11.441,##########kd000026,270_11
1,7,156,0,0,962,6.946,##########kd000026,270_12
11,18,198,61,553,1080,10.422,##########kd000026,270_13
0,11,175,277,1072,982,9.23,##########kd000004,271_2
0,1,179,0,217,643,6.288,##########kd000004,271_9
0,3,135,0,0,4706,22.27,##########kd000056,272_2
0,1,99,0,0,3469,19.561,##########kd000056,272_9
1,6,357,0,359,1329,11.529,##########kd000056,272_14
10,34,344,331,813,1091,11.888,##########kd000056,272_20
9,0,157,75,430,1657,9.937,##########kd000056,273_5
5,1,203,114,298,3210,18.644,##########kd000056,273_6
3,0,171,62,192,637,6.108,##########kd000056,273_9
0,0,27,0,0,1259,7.082,##########kd000056,273_11
12,12,138,0,108,1020,8.212,##########kd000056,273_13
0,2,296,0,197,3669,23.842,##########kd000056,274_11
14,11,150,161,669,1139,9.081,##########kd000056,274_12
0,0,65,0,0,4264,21.336,##########kd000056,275_2
0,1,86,0,0,927,6.599,##########kd000056,275_12
0,0,93,0,0,1952,11.418,##########kd000056,275_13
1,0,162,0,206,2166,13.791,##########kd000056,275_24
0,0,32,0,0,1451,9.941,##########kd000056,275_26
