SA,SD,PA,PI,LR,HC,fuel,bus_num,file_index
0,0,13,0,0,3826,19.447,##########kd000108,1297_6
0,0,22,0,0,1879,9.175,##########kd000108,1297_8
3,2,165,295,733,1517,9.554,##########kd000104,1298_11
0,0,0,0,0,1464,6.231,##########kd000104,1298_12
4,7,262,0,388,1872,12.972,##########kd000062,1299_9
10,49,630,437,1244,2483,20.165,##########kd000125,1300_1
0,5,261,0,61,2326,14.706,##########kd000119,1301_14
0,5,408,254,580,1935,13.165,##########kd000119,1301_20
0,0,132,0,0,3382,18.3,##########kd000057,1302_8
5,14,420,306,695,2210,15.123,##########kd000057,1302_12
0,1,349,0,86,3565,22.513,##########kd000057,1302_16
0,9,280,0,62,4584,23.882,##########kd000090,1303_7
6,41,502,190,1057,1581,11.89,##########kd000090,1303_9
0,0,15,0,0,1006,5.283,##########kd000017,1304_19
0,1,221,0,0,3773,24.277,##########kd000016,1305_4
0,0,69,0,0,2132,13.421,##########kd000016,1305_5
7,21,378,177,886,4188,23.594,##########kd000048,1306_5
7,12,515,0,930,3262,21.964,##########kd000048,1306_13
11,35,913,167,2290,3018,22.656,##########kd000048,1306_14
10,5,193,0,189,634,5.503,##########kd000076,1307_5
0,0,77,0,0,1607,10.575,##########kd000021,1308_4
0,0,6,0,0,1729,9.374,##########kd000021,1308_5
14,10,287,97,361,1781,16.273,##########kd000021,1308_6
8,18,259,94,316,708,6.878,##########kd000021,1308_10
5,3,199,0,78,1492,10.241,##########kd000021,1308_12
0,0,68,0,0,1637,9.615,##########kd000021,1308_14
0,9,327,0,691,2791,18.607,##########kd000021,1308_15
0,1,77,0,0,1000,6.451,##########kd000023,1309_7
0,2,58,0,0,2281,11.633,##########kd000023,1309_9
2,8,294,0,88,548,7.991,##########kd000023,1309_14
11,19,717,176,659,2284,22.391,##########kd000023,1309_15
0,1,48,0,242,846,5.159,##########kd000023,1309_19
0,0,148,0,90,1529,9.433,##########kd000067,1310_2
0,1,61,0,0,3474,17.563,##########kd000067,1310_3
2,6,65,0,185,3167,14.779,##########kd000067,1310_4
0,4,126,0,0,3011,18.907,##########kd000067,1310_9
0,12,421,0,586,2790,17.217,##########kd000067,1310_11
13,34,1050,320,2825,1904,15.358,##########kd000032,1311_9
8,3,543,352,1589,717,7.506,##########kd000032,1311_17
8,41,453,148,1231,752,7.599,##########kd000102,1312_4
3,23,434,169,1102,836,6.676,##########kd000102,1312_5
7,38,672,180,1384,1308,12.617,##########kd000102,1312_15
11,46,1153,522,3089,1597,16.733,##########kd000102,1312_18
0,6,127,1324,1429,707,5.884,##########kd000109,1313_5
1,11,189,0,0,431,5.045,##########kd000109,1313_7
4,0,256,0,346,1296,9.328,##########kd000049,1314_5
2,13,258,0,119,652,5.67,##########kd000049,1314_8
5,22,323,127,588,665,5.584,##########kd000049,1314_10
0,2,141,0,0,2943,18.081,##########kd000049,1314_14
9,27,452,117,890,950,7.102,##########kd000036,1315_2
6,24,370,344,1171,886,6.782,##########kd000036,1315_5
8,32,391,126,709,580,5.299,##########kd000036,1315_6
11,26,538,478,2152,938,9.107,##########kd000036,1315_19
11,33,492,71,1516,1425,8.13,##########kd000036,1315_21
3,10,190,93,200,1959,11.753,##########kd000055,1316_1
4,12,566,92,624,2762,18.61,##########kd000055,1316_5
3,17,363,0,321,2856,17.961,##########kd000013,1317_4
0,3,190,0,0,2390,14.023,##########kd000013,1317_5
3,29,431,0,499,638,6.952,##########kd000013,1317_14
14,75,979,1262,2668,1426,14.086,##########kd000060,1318_1
9,26,726,816,2237,823,11.753,##########kd000060,1318_8
1,7,319,430,808,461,5.286,##########kd000060,1318_17
23,37,1149,1335,3444,2200,17.118,##########kd000060,1318_21
12,48,871,1221,2694,1508,16.529,##########kd000069,1319_2
2,9,215,0,870,617,6.373,##########kd000069,1319_11
5,18,219,311,783,575,6.277,##########kd000069,1319_17
21,34,633,72,1747,949,12.118,##########kd000069,1319_18
18,46,800,495,2520,1493,14.069,##########kd000069,1319_27
7,19,244,0,0,742,5.037,##########kd000008,1320_2
1,6,440,64,503,1830,15.121,##########kd000008,1320_8
10,27,224,0,622,2326,18.189,##########kd000008,1320_9
8,8,226,0,320,1883,12.965,##########kd000008,1320_11
7,11,374,0,859,2228,16.368,##########kd000008,1320_12
1,1,202,145,649,3458,20.072,##########kd000064,1322_3
3,6,374,0,353,3213,22.712,##########kd000064,1322_12
0,1,50,0,67,2525,11.893,##########kd000064,1322_13
0,0,55,275,327,1706,10.559,##########kd000021,1323_6
0,2,92,0,0,1984,13.278,##########kd000021,1323_7
0,0,94,0,108,2936,15.234,##########kd000076,1324_3
0,0,16,0,0,1969,9.943,##########kd000076,1324_5
3,6,225,115,448,1432,10.157,##########kd000076,1324_6
0,8,243,235,516,1337,11.083,##########kd000076,1324_11
3,5,240,0,246,510,6.522,##########kd000017,1325_6
0,0,0,0,0,1303,6.382,##########kd000017,1325_20
2,6,281,239,740,2383,17.194,##########kd000057,1326_3
0,2,28,475,522,1007,5.579,##########kd000057,1326_7
1,9,523,0,988,2244,22.135,##########kd000058,1327_3
2,15,225,132,313,4032,23.903,##########kd000058,1327_4
9,35,1248,639,2885,1843,17.104,##########kd000032,1328_1
4,8,593,272,1412,932,8.555,##########kd000032,1328_14
4,6,292,0,758,925,5.307,##########kd000032,1328_15
0,3,76,0,135,864,6.209,##########kd000043,1329_6
9,14,492,201,811,1331,11.39,##########kd000043,1329_10
0,14,449,0,628,3278,24.508,##########kd000006,1331_4
3,3,173,82,191,3684,19.726,##########kd000006,1331_5
0,6,62,0,0,2685,12.917,##########kd000006,1331_13
1,1,384,99,340,1040,11.255,##########kd000023,1332_2
4,3,315,210,573,1212,9.517,##########kd000023,1332_8
1,10,530,0,0,1490,14.254,##########kd000023,1332_10
4,38,675,118,1420,1827,16.155,##########kd000030,1333_5
1,7,254,589,1083,789,5.317,##########kd000030,1333_6
17,22,502,167,1263,658,9.183,##########kd000030,1333_7
0,0,84,0,0,1479,10.213,##########kd000030,1333_8
0,7,234,0,119,496,6.896,##########kd000109,1334_3
0,6,56,0,0,2475,14.881,##########kd000109,1334_5
12,30,496,639,1323,287,7.958,##########kd000109,1334_6
31,21,346,596,1756,581,8.263,##########kd000083,1335_5
3,3,203,65,585,2431,16.323,##########kd000083,1335_11
30,66,658,464,1629,2205,19.729,##########kd000125,1336_3
16,18,324,74,741,494,5.641,##########kd000125,1336_7
9,40,745,286,1641,2332,22.451,##########kd000125,1336_15
8,30,503,342,1273,2166,16.828,##########kd000125,1336_17
13,46,521,244,981,3321,22.734,##########kd000048,1337_1
9,42,574,165,800,2450,20.037,##########kd000048,1337_13
47,24,427,352,1636,2025,14.618,##########kd000074,1338_12
0,0,67,0,0,1068,6.205,##########kd000074,1338_13
5,9,195,0,375,1107,7.956,##########kd000074,1338_14
12,48,871,1221,2694,1508,16.529,##########kd000069,1339_2
2,9,215,0,870,617,6.373,##########kd000069,1339_11
5,18,219,311,783,575,6.277,##########kd000069,1339_17
21,34,633,72,1747,949,12.118,##########kd000069,1339_18
18,46,800,495,2520,1493,14.069,##########kd000069,1339_27
0,0,55,275,327,1706,10.559,##########kd000021,1340_6
0,2,92,0,0,1984,13.278,##########kd000021,1340_7
1,1,384,99,340,1040,11.255,##########kd000023,1341_2
4,3,315,210,573,1212,9.517,##########kd000023,1341_8
1,10,530,0,0,1490,14.254,##########kd000023,1341_10
1,1,202,145,649,3458,20.072,##########kd000064,1342_3
3,6,374,0,353,3213,22.712,##########kd000064,1342_12
0,1,50,0,67,2525,11.893,##########kd000064,1342_13
9,35,1248,639,2885,1843,17.104,##########kd000032,1343_1
4,8,593,272,1412,932,8.555,##########kd000032,1343_14
4,6,292,0,758,925,5.307,##########kd000032,1343_15
3,17,363,0,321,2856,17.961,##########kd000013,1344_4
0,3,190,0,0,2390,14.023,##########kd000013,1344_5
3,29,431,0,499,638,6.952,##########kd000013,1344_14
0,7,234,0,119,496,6.896,##########kd000109,1345_3
0,6,56,0,0,2475,14.881,##########kd000109,1345_5
12,30,496,639,1323,287,7.958,##########kd000109,1345_6
14,75,979,1262,2668,1426,14.086,##########kd000060,1346_1
9,26,726,816,2237,823,11.753,##########kd000060,1346_8
1,7,319,430,808,461,5.286,##########kd000060,1346_17
23,37,1149,1335,3444,2200,17.118,##########kd000060,1346_21
7,19,244,0,0,742,5.037,##########kd000008,1347_2
1,6,440,64,503,1830,15.121,##########kd000008,1347_8
10,27,224,0,622,2326,18.189,##########kd000008,1347_9
8,8,226,0,320,1883,12.965,##########kd000008,1347_11
7,11,374,0,859,2228,16.368,##########kd000008,1347_12
0,3,76,0,135,864,6.209,##########kd000043,1349_6
9,14,492,201,811,1331,11.39,##########kd000043,1349_10
3,5,240,0,246,510,6.522,##########kd000017,1350_6
0,0,0,0,0,1303,6.382,##########kd000017,1350_20
0,0,94,0,108,2936,15.234,##########kd000076,1351_3
0,0,16,0,0,1969,9.943,##########kd000076,1351_5
3,6,225,115,448,1432,10.157,##########kd000076,1351_6
0,8,243,235,516,1337,11.083,##########kd000076,1351_11
47,24,427,352,1636,2025,14.618,##########kd000074,1352_12
0,0,67,0,0,1068,6.205,##########kd000074,1352_13
5,9,195,0,375,1107,7.956,##########kd000074,1352_14
0,14,449,0,628,3278,24.508,##########kd000006,1353_4
3,3,173,82,191,3684,19.726,##########kd000006,1353_5
0,6,62,0,0,2685,12.917,##########kd000006,1353_13
31,21,346,596,1756,581,8.263,##########kd000083,1355_5
3,3,203,65,585,2431,16.323,##########kd000083,1355_11
1,9,523,0,988,2244,22.135,##########kd000058,1356_3
2,15,225,132,313,4032,23.903,##########kd000058,1356_4
2,6,281,239,740,2383,17.194,##########kd000057,1357_3
0,2,28,475,522,1007,5.579,##########kd000057,1357_7
4,38,675,118,1420,1827,16.155,##########kd000030,1358_5
1,7,254,589,1083,789,5.317,##########kd000030,1358_6
17,22,502,167,1263,658,9.183,##########kd000030,1358_7
0,0,84,0,0,1479,10.213,##########kd000030,1358_8
13,46,521,244,981,3321,22.734,##########kd000048,1359_1
9,42,574,165,800,2450,20.037,##########kd000048,1359_13
30,66,658,464,1629,2205,19.729,##########kd000125,1360_3
16,18,324,74,741,494,5.641,##########kd000125,1360_7
9,40,745,286,1641,2332,22.451,##########kd000125,1360_15
8,30,503,342,1273,2166,16.828,##########kd000125,1360_17
0,0,31,0,0,2337,14.173,##########kd000016,1361_4
15,35,566,103,1030,1541,12.872,##########kd000016,1361_9
10,23,468,265,1132,1013,9.476,##########kd000016,1361_13
0,0,92,0,0,3245,22.268,##########kd000016,1361_15
0,1,64,93,166,800,5.283,##########kd000016,1361_18
3,8,253,0,365,1916,11.51,##########kd000016,1361_19
0,0,93,0,0,2768,17.609,##########kd000109,1362_3
0,0,79,0,0,1530,9.855,##########kd000109,1362_5
10,43,565,98,739,1633,15.817,##########kd000109,1362_7
0,0,48,234,340,797,5.503,##########kd000058,1364_17
0,0,28,0,0,2802,15.316,##########kd000058,1364_18
1,14,395,0,117,1395,11.803,##########kd000097,1365_12
0,3,319,0,193,449,8.373,##########kd000097,1365_14
0,16,432,0,0,1182,13.233,##########kd000097,1365_15
4,35,359,250,1028,1144,11.555,##########kd000097,1365_16
3,7,289,63,501,1632,11.863,##########kd000097,1365_18
0,0,29,0,0,2575,14.691,##########kd000008,1366_5
4,20,284,471,658,1735,13.021,##########kd000008,1366_7
0,34,318,0,293,572,5.605,##########kd000008,1366_11
0,0,64,0,0,1833,11.212,##########kd000122,1367_5
2,4,121,905,995,1292,10.855,##########kd000006,1368_1
1,0,245,0,179,2556,16.511,##########kd000006,1368_5
0,0,13,0,0,981,5.359,##########kd000006,1368_6
2,3,137,79,271,3570,19.711,##########kd000006,1368_8
1,0,147,364,501,1556,12.468,##########kd000006,1368_11
19,33,607,408,1959,2342,15.191,##########kd000069,1369_7
21,63,990,583,2859,2092,19.819,##########kd000069,1369_18
2,8,512,69,184,2063,14.137,##########kd000030,1370_4
1,5,449,67,456,2660,16.563,##########kd000030,1370_6
7,42,615,352,1493,2598,19.424,##########kd000090,1371_15
0,2,183,72,250,1869,12.911,##########kd000024,1373_5
0,0,36,0,0,3390,19.56,##########kd000024,1373_6
0,0,132,386,428,4221,22.837,##########kd000024,1373_7
14,9,281,91,698,1606,11.293,##########kd000024,1373_8
1,0,130,0,63,1492,9.168,##########kd000048,1374_3
0,0,0,0,0,1144,6.335,##########kd000048,1374_4
3,9,248,118,744,1379,8.923,##########kd000048,1374_5
5,37,612,236,1037,3202,24.792,##########kd000048,1374_15
13,13,389,728,1037,1632,13.85,##########kd000021,1375_8
2,0,151,0,192,643,6.118,##########kd000017,1376_4
1,0,7,0,0,1018,5.77,##########kd000017,1376_16
1,5,185,277,640,3203,17.752,##########kd000104,1377_3
0,2,102,418,488,2230,15.194,##########kd000104,1377_5
1,0,124,104,303,1605,7.392,##########kd000104,1377_6
0,1,115,792,1011,1067,8.198,##########kd000104,1377_9
0,0,61,0,0,3490,18.841,##########kd000104,1377_14
0,5,136,244,309,3068,19.644,##########kd000104,1377_15
9,15,911,346,2411,2252,15.334,##########kd000032,1378_5
9,17,1096,760,2808,2135,15.869,##########kd000032,1378_18
2,4,150,515,801,772,5.164,##########kd000064,1379_2
5,6,268,0,155,2918,20.613,##########kd000042,1380_4
0,0,22,0,0,1359,10.798,##########kd000042,1380_5
17,29,346,81,672,768,7.307,##########kd000042,1380_7
18,37,659,0,474,2967,21.204,##########kd000042,1380_8
1,4,220,0,183,2079,14.52,##########kd000042,1380_12
18,23,176,79,280,2635,18.981,##########kd000042,1380_13
0,0,148,79,247,3630,21.56,##########kd000013,1382_5
2,23,324,73,404,1988,15.96,##########kd000013,1382_6
6,38,603,550,1356,1593,17.667,##########kd000013,1382_12
0,4,172,212,551,2563,15.795,##########kd000013,1382_17
0,0,16,0,0,1349,9.371,##########kd000013,1382_19
9,61,678,765,1537,1600,14.546,##########kd000013,1382_20
13,39,638,580,1730,1225,9.769,##########kd000060,1383_9
2,13,373,108,713,522,5.836,##########kd000060,1383_22
15,44,737,566,2216,1500,12.247,##########kd000060,1383_23
0,1,94,0,0,3016,19.007,##########kd000125,1384_3
8,32,322,83,581,731,8.286,##########kd000125,1384_8
13,27,216,70,581,654,5.06,##########kd000125,1384_9
11,23,436,278,1141,1380,11.36,##########kd000125,1384_13
0,0,36,0,0,3081,14.672,##########kd000125,1384_14
1,14,395,0,117,1395,11.803,##########kd000097,1385_12
0,3,319,0,193,449,8.373,##########kd000097,1385_14
0,16,432,0,0,1182,13.233,##########kd000097,1385_15
4,35,359,250,1028,1144,11.555,##########kd000097,1385_16
3,7,289,63,501,1632,11.863,##########kd000097,1385_18
19,33,607,408,1959,2342,15.191,##########kd000069,1386_7
21,63,990,583,2859,2092,19.819,##########kd000069,1386_18
9,15,911,346,2411,2252,15.334,##########kd000032,1387_5
9,17,1096,760,2808,2135,15.869,##########kd000032,1387_18
0,0,48,234,340,797,5.503,##########kd000058,1388_17
0,0,28,0,0,2802,15.316,##########kd000058,1388_18
2,8,512,69,184,2063,14.137,##########kd000030,1389_4
1,5,449,67,456,2660,16.563,##########kd000030,1389_6
2,4,150,515,801,772,5.164,##########kd000064,1390_2
0,0,31,0,0,2337,14.173,##########kd000016,1391_4
15,35,566,103,1030,1541,12.872,##########kd000016,1391_9
10,23,468,265,1132,1013,9.476,##########kd000016,1391_13
0,0,92,0,0,3245,22.268,##########kd000016,1391_15
0,1,64,93,166,800,5.283,##########kd000016,1391_18
3,8,253,0,365,1916,11.51,##########kd000016,1391_19
13,39,638,580,1730,1225,9.769,##########kd000060,1392_9
2,13,373,108,713,522,5.836,##########kd000060,1392_22
15,44,737,566,2216,1500,12.247,##########kd000060,1392_23
0,0,148,79,247,3630,21.56,##########kd000013,1393_5
2,23,324,73,404,1988,15.96,##########kd000013,1393_6
6,38,603,550,1356,1593,17.667,##########kd000013,1393_12
0,4,172,212,551,2563,15.795,##########kd000013,1393_17
0,0,16,0,0,1349,9.371,##########kd000013,1393_19
9,61,678,765,1537,1600,14.546,##########kd000013,1393_20
0,0,93,0,0,2768,17.609,##########kd000109,1394_3
0,0,79,0,0,1530,9.855,##########kd000109,1394_5
10,43,565,98,739,1633,15.817,##########kd000109,1394_7
2,0,151,0,192,643,6.118,##########kd000017,1396_4
1,0,7,0,0,1018,5.77,##########kd000017,1396_16
0,2,183,72,250,1869,12.911,##########kd000024,1397_5
0,0,36,0,0,3390,19.56,##########kd000024,1397_6
0,0,132,386,428,4221,22.837,##########kd000024,1397_7
14,9,281,91,698,1606,11.293,##########kd000024,1397_8
13,13,389,728,1037,1632,13.85,##########kd000021,1398_8
1,0,130,0,63,1492,9.168,##########kd000048,1399_3
0,0,0,0,0,1144,6.335,##########kd000048,1399_4
3,9,248,118,744,1379,8.923,##########kd000048,1399_5
5,37,612,236,1037,3202,24.792,##########kd000048,1399_15
1,5,185,277,640,3203,17.752,##########kd000104,1400_3
0,2,102,418,488,2230,15.194,##########kd000104,1400_5
1,0,124,104,303,1605,7.392,##########kd000104,1400_6
0,1,115,792,1011,1067,8.198,##########kd000104,1400_9
0,0,61,0,0,3490,18.841,##########kd000104,1400_14
0,5,136,244,309,3068,19.644,##########kd000104,1400_15
0,0,64,0,0,1833,11.212,##########kd000122,1401_5
7,42,615,352,1493,2598,19.424,##########kd000090,1403_15
5,6,268,0,155,2918,20.613,##########kd000042,1404_4
0,0,22,0,0,1359,10.798,##########kd000042,1404_5
17,29,346,81,672,768,7.307,##########kd000042,1404_7
18,37,659,0,474,2967,21.204,##########kd000042,1404_8
1,4,220,0,183,2079,14.52,##########kd000042,1404_12
18,23,176,79,280,2635,18.981,##########kd000042,1404_13
2,4,121,905,995,1292,10.855,##########kd000006,1405_1
1,0,245,0,179,2556,16.511,##########kd000006,1405_5
0,0,13,0,0,981,5.359,##########kd000006,1405_6
2,3,137,79,271,3570,19.711,##########kd000006,1405_8
1,0,147,364,501,1556,12.468,##########kd000006,1405_11
0,0,29,0,0,2575,14.691,##########kd000008,1406_5
4,20,284,471,658,1735,13.021,##########kd000008,1406_7
0,34,318,0,293,572,5.605,##########kd000008,1406_11
0,1,94,0,0,3016,19.007,##########kd000125,1407_3
8,32,322,83,581,731,8.286,##########kd000125,1407_8
13,27,216,70,581,654,5.06,##########kd000125,1407_9
11,23,436,278,1141,1380,11.36,##########kd000125,1407_13
0,0,36,0,0,3081,14.672,##########kd000125,1407_14
24,94,857,1187,2887,1460,14.31,##########kd000060,1408_1
8,15,469,490,1816,729,6.975,##########kd000060,1408_27
2,20,411,0,424,519,5.164,##########kd000026,1409_6
1,0,116,322,745,765,5.964,##########kd000104,1410_4
0,0,89,466,543,2029,9.071,##########kd000104,1410_9
0,0,85,0,0,1380,8.06,##########kd000013,1411_3
0,0,52,0,0,3038,15.325,##########kd000013,1411_4
1,1,216,0,175,2276,13.894,##########kd000013,1411_7
2,6,251,0,250,2547,16.706,##########kd000058,1412_4
0,0,0,0,0,1477,8.08,##########kd000058,1412_5
3,8,40,97,288,1384,7.624,##########kd000058,1412_6
2,6,174,123,443,2192,12.796,##########kd000058,1412_12
0,0,185,0,236,1360,9.747,##########kd000057,1413_12
0,2,132,568,751,4025,24.506,##########kd000057,1413_17
1,8,491,0,837,3250,22.911,##########kd000030,1415_5
0,6,284,486,668,3631,24.059,##########kd000030,1415_6
20,16,594,73,1268,817,9.182,##########kd000030,1415_13
2,45,467,170,1202,2371,14.879,##########kd000090,1416_3
5,53,617,150,842,1933,15.483,##########kd000090,1416_13
17,16,421,134,1297,2178,14.806,##########kd000031,1417_3
2,0,41,0,0,2866,14.983,##########kd000031,1417_4
10,16,323,207,862,432,5.62,##########kd000031,1417_7
7,15,474,69,860,1285,7.327,##########kd000036,1418_9
11,14,545,377,2010,1291,9.706,##########kd000036,1418_17
13,20,252,369,1121,2900,16.186,##########kd000042,1419_4
3,12,318,127,458,3233,17.651,##########kd000042,1419_12
5,5,233,0,183,2402,15.79,##########kd000042,1419_15
0,0,113,0,0,4097,21.872,##########kd000024,1420_2
0,0,0,0,0,1055,6.771,##########kd000024,1420_3
17,39,1111,68,1119,2549,24.949,##########kd000003,1421_2
0,2,149,0,0,1918,13.362,##########kd000021,1422_5
2,4,244,253,707,3415,19.907,##########kd000021,1422_11
0,0,174,63,201,462,5.137,##########kd000017,1423_2
0,0,0,0,0,1190,6.59,##########kd000017,1423_36
0,2,321,0,659,1978,14.911,##########kd000097,1424_3
0,4,61,0,0,1654,12.729,##########kd000097,1424_5
3,10,300,0,100,1286,14.25,##########kd000097,1424_7
2,14,426,177,339,1023,11.495,##########kd000097,1424_10
4,17,465,0,182,1085,12.681,##########kd000097,1424_13
9,19,297,0,327,606,6.213,##########kd000097,1424_14
2,13,401,202,910,4195,21.768,##########kd000053,1425_2
0,3,249,0,0,4250,20.83,##########kd000053,1425_13
1,1,67,0,0,2943,15.276,##########kd000053,1425_20
11,24,238,120,814,1756,12.021,##########kd000064,1426_4
6,15,250,89,623,1825,11.09,##########kd000064,1426_11
17,48,544,190,1102,567,10.055,##########kd000109,1427_9
8,33,403,682,1303,508,7.451,##########kd000109,1427_11
6,19,652,283,1653,1314,9.633,##########kd000032,1428_9
8,21,588,328,1250,1558,9.409,##########kd000032,1428_17
43,92,1185,485,3009,1518,17.808,##########kd000069,1429_2
7,20,290,63,580,481,5.484,##########kd000069,1429_10
29,71,919,270,2106,1316,14.903,##########kd000069,1429_12
1,7,188,144,864,587,5.121,##########kd000069,1429_26
18,34,606,196,1764,1575,12.792,##########kd000069,1429_27
0,0,39,0,0,1528,9.566,##########kd000016,1430_3
10,33,630,251,928,1944,13.682,##########kd000016,1430_9
0,9,114,0,63,1442,8.236,##########kd000016,1430_11
8,5,330,70,875,2587,15.951,##########kd000016,1430_13
0,0,6,0,0,684,6.579,##########kd000119,1431_2
0,0,171,0,71,1796,12.07,##########kd000119,1431_3
0,1,105,0,0,1439,7.757,##########kd000119,1431_4
0,6,230,0,0,2407,14.518,##########kd000119,1431_17
2,20,411,0,424,519,5.164,##########kd000026,1432_6
24,94,857,1187,2887,1460,14.31,##########kd000060,1433_1
8,15,469,490,1816,729,6.975,##########kd000060,1433_27
7,15,474,69,860,1285,7.327,##########kd000036,1434_9
11,14,545,377,2010,1291,9.706,##########kd000036,1434_17
0,0,6,0,0,684,6.579,##########kd000119,1435_2
0,0,171,0,71,1796,12.07,##########kd000119,1435_3
0,1,105,0,0,1439,7.757,##########kd000119,1435_4
0,6,230,0,0,2407,14.518,##########kd000119,1435_17
1,0,116,322,745,765,5.964,##########kd000104,1436_4
0,0,89,466,543,2029,9.071,##########kd000104,1436_9
0,0,185,0,236,1360,9.747,##########kd000057,1437_12
0,2,132,568,751,4025,24.506,##########kd000057,1437_17
17,39,1111,68,1119,2549,24.949,##########kd000003,1438_2
0,0,113,0,0,4097,21.872,##########kd000024,1439_2
0,0,0,0,0,1055,6.771,##########kd000024,1439_3
0,2,149,0,0,1918,13.362,##########kd000021,1440_5
2,4,244,253,707,3415,19.907,##########kd000021,1440_11
0,0,174,63,201,462,5.137,##########kd000017,1441_2
0,0,0,0,0,1190,6.59,##########kd000017,1441_36
43,92,1185,485,3009,1518,17.808,##########kd000069,1442_2
7,20,290,63,580,481,5.484,##########kd000069,1442_10
29,71,919,270,2106,1316,14.903,##########kd000069,1442_12
1,7,188,144,864,587,5.121,##########kd000069,1442_26
18,34,606,196,1764,1575,12.792,##########kd000069,1442_27
0,0,39,0,0,1528,9.566,##########kd000016,1443_3
10,33,630,251,928,1944,13.682,##########kd000016,1443_9
0,9,114,0,63,1442,8.236,##########kd000016,1443_11
8,5,330,70,875,2587,15.951,##########kd000016,1443_13
6,19,652,283,1653,1314,9.633,##########kd000032,1444_9
8,21,588,328,1250,1558,9.409,##########kd000032,1444_17
2,6,251,0,250,2547,16.706,##########kd000058,1445_4
0,0,0,0,0,1477,8.08,##########kd000058,1445_5
3,8,40,97,288,1384,7.624,##########kd000058,1445_6
2,6,174,123,443,2192,12.796,##########kd000058,1445_12
0,0,85,0,0,1380,8.06,##########kd000013,1446_3
0,0,52,0,0,3038,15.325,##########kd000013,1446_4
1,1,216,0,175,2276,13.894,##########kd000013,1446_7
17,48,544,190,1102,567,10.055,##########kd000109,1447_9
8,33,403,682,1303,508,7.451,##########kd000109,1447_11
0,2,321,0,659,1978,14.911,##########kd000097,1448_3
0,4,61,0,0,1654,12.729,##########kd000097,1448_5
3,10,300,0,100,1286,14.25,##########kd000097,1448_7
2,14,426,177,339,1023,11.495,##########kd000097,1448_10
4,17,465,0,182,1085,12.681,##########kd000097,1448_13
9,19,297,0,327,606,6.213,##########kd000097,1448_14
11,24,238,120,814,1756,12.021,##########kd000064,1449_4
6,15,250,89,623,1825,11.09,##########kd000064,1449_11
1,8,491,0,837,3250,22.911,##########kd000030,1450_5
0,6,284,486,668,3631,24.059,##########kd000030,1450_6
20,16,594,73,1268,817,9.182,##########kd000030,1450_13
13,20,252,369,1121,2900,16.186,##########kd000042,1451_4
3,12,318,127,458,3233,17.651,##########kd000042,1451_12
5,5,233,0,183,2402,15.79,##########kd000042,1451_15
2,13,401,202,910,4195,21.768,##########kd000053,1453_2
0,3,249,0,0,4250,20.83,##########kd000053,1453_13
1,1,67,0,0,2943,15.276,##########kd000053,1453_20
17,16,421,134,1297,2178,14.806,##########kd000031,1454_3
2,0,41,0,0,2866,14.983,##########kd000031,1454_4
10,16,323,207,862,432,5.62,##########kd000031,1454_7
2,45,467,170,1202,2371,14.879,##########kd000090,1455_3
5,53,617,150,842,1933,15.483,##########kd000090,1455_13
4,1,192,85,1259,2137,10.509,##########kd000104,1457_6
2,3,414,0,132,2437,18.751,##########kd000026,1458_9
13,44,444,0,674,1681,14.199,##########kd000048,1459_4
15,8,333,464,1357,2013,13.893,##########kd000048,1459_12
3,15,216,0,506,1198,7.927,##########kd000048,1459_14
6,16,382,148,646,3609,21.912,##########kd000048,1459_16
3,1,165,77,460,827,6.448,##########kd000023,1461_5
0,0,23,0,0,1047,5.001,##########kd000023,1461_6
1,1,98,421,482,3045,17.835,##########kd000023,1461_7
1,1,352,0,0,1317,13.8,##########kd000023,1461_9
2,4,301,171,325,596,9.113,##########kd000023,1461_14
6,20,649,365,1460,662,8.423,##########kd000102,1462_4
15,25,781,520,3590,1236,11.76,##########kd000102,1462_18
0,0,199,0,0,2635,16.258,##########kd000119,1463_3
0,4,242,0,0,2507,16.343,##########kd000119,1463_7
1,15,230,0,0,564,5.104,##########kd000013,1465_5
1,26,295,0,259,1322,10.533,##########kd000013,1465_8
0,2,292,0,651,2638,17.633,##########kd000013,1465_12
3,58,661,424,872,2347,20.152,##########kd000013,1465_14
2,4,211,0,139,805,5.018,##########kd000032,1466_1
13,27,979,218,2477,1984,14.916,##########kd000032,1466_4
19,18,1157,609,3417,1662,15.443,##########kd000032,1466_10
4,16,359,0,563,1181,6.778,##########kd000032,1466_16
12,9,230,843,2343,1926,12.763,##########kd000058,1467_6
1,0,127,0,188,1840,10.393,##########kd000058,1467_8
0,0,13,0,0,1488,7.93,##########kd000058,1467_9
7,4,117,170,565,4347,21.233,##########kd000058,1467_10
4,19,490,1293,2399,724,8.124,##########kd000060,1468_1
3,10,377,127,795,460,5.176,##########kd000060,1468_4
24,26,456,224,1641,381,5.012,##########kd000060,1468_16
8,11,462,291,980,785,8.942,##########kd000043,1471_7
0,3,189,0,408,1503,8.694,##########kd000043,1471_9
10,18,241,236,964,2950,16.972,##########kd000042,1473_2
6,13,443,70,251,2743,18.7,##########kd000042,1473_4
16,25,233,65,479,1767,13.172,##########kd000042,1473_5
4,9,199,77,339,1782,9.682,##########kd000042,1473_8
0,1,123,0,0,2765,14.046,##########kd000042,1473_9
4,12,251,72,387,1338,10.493,##########kd000042,1473_11
